PO_Number,Ref_WorkOrderID,ProductID,SupplierName,ProcessName,DispatchDate,InputWeight_kg,OutputWeight_kg,SupplierScope1_kgCO2e,SupplierScope2_kgCO2e,ProcessingFee_NTD
PO-2024-EXT-04113,WO-2024-CS-02057,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-18,4122.9,4102.29,3288.4,10413.25,26304
PO-2024-EXT-04125,WO-2024-M10-02063,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-18,749.8,746.05,942.93,1914.44,4903
PO-2024-EXT-03917,WO-2024-M12-01959,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-19,3048.6,3033.36,3369.15,8248.62,11706
PO-2024-EXT-03920,WO-2024-CS-01960,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-19,11942.1,12006.59,8788.82,35155.3,69741
PO-2024-EXT-03924,WO-2024-M10-01962,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-19,605.9,608.99,757.64,1538.25,3835
PO-2024-EXT-03927,WO-2024-M10-01964,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-19,402.7,400.69,305.32,712.43,1381
PO-2024-EXT-03934,WO-2024-M10-01967,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-19,765.4,769.3,509.43,1806.16,5794
PO-2024-EXT-03935,WO-2024-M10-01968,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-19,725.7,722.07,532.24,2002.23,3991
PO-2024-EXT-03943,WO-2024-M10-01972,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-19,343.9,342.18,365.38,596.15,3263
PO-2024-EXT-03955,WO-2024-M12-01978,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-19,2427,2414.86,1364.15,5131.82,7547
PO-2024-EXT-03957,WO-2024-CS-01979,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-19,10363.3,10311.48,8758.58,19494.88,73475
PO-2024-EXT-03962,WO-2024-M12-01981,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-19,988.1,993.73,1397.18,2279.62,5642
PO-2024-EXT-03965,WO-2024-M10-01983,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-19,578.1,575.21,537.36,1452.87,5700
PO-2024-EXT-03971,WO-2024-M12-01986,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-19,3060.9,3045.6,2507.75,8395.5,13161
PO-2024-EXT-03980,WO-2024-CS-01990,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-19,10374.4,10402.41,6316.34,22394.31,57889
PO-2024-EXT-03984,WO-2024-M12-01992,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-19,1823.6,1836.37,2050.86,4358.07,17269
PO-2024-EXT-03991,WO-2024-M12-01996,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-19,2670.2,2656.85,3814.18,6494.4,20400
PO-2024-EXT-03997,WO-2024-M12-01999,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-19,2408.2,2396.16,1846.25,6180.89,12739
PO-2024-EXT-03998,WO-2024-M12-01999,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-19,2408.2,2423.61,1694.83,4582.32,15797
PO-2024-EXT-04007,WO-2024-M12-02004,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-19,1082.9,1077.49,1134.38,2916.98,3497
PO-2024-EXT-04009,WO-2024-M12-02005,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-19,2218.6,2207.51,2362.25,5783.46,16839
PO-2024-EXT-04016,WO-2024-CS-02008,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-19,6801.3,6829.87,5308.17,12995.88,55226
PO-2024-EXT-04017,WO-2024-CS-02009,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-19,4710.1,4686.55,3516.78,9043.17,33959
PO-2024-EXT-04019,WO-2024-M10-02010,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-19,245.9,244.67,234.15,546.35,2146
PO-2024-EXT-04022,WO-2024-M12-02011,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-19,1868.7,1877.11,1697.66,3295.45,15678
PO-2024-EXT-04040,WO-2024-CS-02020,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-19,12519.3,12613.19,8616.07,23295.3,50953
PO-2024-EXT-04046,WO-2024-M10-02023,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-19,282.8,284.58,217.7,507.98,1442
PO-2024-EXT-04062,WO-2024-CS-02031,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-19,5666.3,5710.5,4825.37,14476.12,50600
PO-2024-EXT-04065,WO-2024-M12-02033,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-19,3120.2,3104.6,3657.53,7425.89,13697
PO-2024-EXT-04077,WO-2024-M12-02039,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-19,1557.5,1549.71,1194.37,4493.07,10139
PO-2024-EXT-04079,WO-2024-M12-02040,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-19,1739.5,1730.8,2132.35,4531.23,6175
PO-2024-EXT-04082,WO-2024-M12-02041,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-19,2632.9,2638.69,2258.46,6106.19,19799
PO-2024-EXT-04085,WO-2024-M12-02043,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-19,1646.1,1637.87,1518.79,3083.62,15588
PO-2024-EXT-04087,WO-2024-M12-02044,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-19,1234.5,1228.33,1007.97,3573.7,4394
PO-2024-EXT-04088,WO-2024-M12-02044,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-19,1234.5,1243.76,1026.1,2083.3,10764
PO-2024-EXT-04115,WO-2024-M10-02058,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-19,463.2,460.88,291.28,1165.1,3191
PO-2024-EXT-04119,WO-2024-CS-02060,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-19,12122.3,12061.69,8221.25,26033.95,80007
PO-2024-EXT-04123,WO-2024-CS-02062,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-19,6489.4,6456.95,10098.67,15148,61714
PO-2024-EXT-04124,WO-2024-CS-02062,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-19,6489.4,6526.39,6352.78,14140.08,34848
PO-2024-EXT-04126,WO-2024-M10-02063,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-19,749.8,753.47,816.46,2099.47,2841
PO-2024-EXT-04135,WO-2024-CS-02068,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-19,12688.4,12624.96,15589.3,27714.31,92117
PO-2024-EXT-04141,WO-2024-M10-02071,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-19,628.5,625.36,660.95,1033.78,3557
PO-2024-EXT-04142,WO-2024-M10-02071,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-19,628.5,629.95,535.59,1524.35,2124
PO-2024-EXT-04143,WO-2024-CS-02072,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-19,13570.6,13502.75,11708.24,39197.13,122271
PO-2024-EXT-04145,WO-2024-CS-02073,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-19,4884.6,4860.18,5686.41,8894.13,33166
PO-2024-EXT-03961,WO-2024-M12-01981,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-20,988.1,983.16,759.79,2405.99,6363
PO-2024-EXT-03970,WO-2024-M10-01985,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-20,613,615.51,354.78,1257.86,3132
PO-2024-EXT-03974,WO-2024-CS-01987,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-20,8651.4,8718.02,7499.24,25106.15,76651
PO-2024-EXT-03979,WO-2024-CS-01990,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-04-20,10374.4,10322.53,10983.17,17919.91,57059
PO-2024-EXT-03981,WO-2024-M12-01991,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-20,938.3,933.61,1003.82,2581.24,6155
PO-2024-EXT-03986,WO-2024-M12-01993,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-20,2124.3,2138.32,2086.15,3708.7,19139
PO-2024-EXT-03988,WO-2024-M12-01994,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-20,2547.9,2566.5,2940.18,6247.89,8153
PO-2024-EXT-04001,WO-2024-M10-02001,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-20,354,352.23,295.24,1046.76,1571
PO-2024-EXT-04002,WO-2024-M10-02001,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-20,354,354.99,310.12,797.45,1543
PO-2024-EXT-04008,WO-2024-M12-02004,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-20,1082.9,1088.75,931.53,3118.62,3995
PO-2024-EXT-04015,WO-2024-CS-02008,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-20,6801.3,6767.29,7227.46,10841.2,57947
PO-2024-EXT-04023,WO-2024-M10-02012,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-20,692.2,688.74,746.32,1326.79,2208
PO-2024-EXT-04029,WO-2024-M10-02015,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-20,792.8,788.84,697.34,1984.72,2711
PO-2024-EXT-04034,WO-2024-CS-02017,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-20,9681.3,9711.31,11236.96,27511.17,84033
PO-2024-EXT-04038,WO-2024-M12-02019,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-20,2024.3,2029.77,2984.37,4667.86,18542
PO-2024-EXT-04041,WO-2024-M12-02021,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-20,2943.3,2928.58,2547.86,6237.88,10478
PO-2024-EXT-04066,WO-2024-M12-02033,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-20,3120.2,3132.68,2486.09,5533.57,20406
PO-2024-EXT-04070,WO-2024-M10-02035,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-20,469.2,472.16,343.07,1290.6,2453
PO-2024-EXT-04072,WO-2024-M10-02036,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-20,523.8,525.11,419.35,1486.8,2713
PO-2024-EXT-04075,WO-2024-CS-02038,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-04-20,2984.2,2969.28,3066.97,6226.88,29603
PO-2024-EXT-04078,WO-2024-M12-02039,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-20,1557.5,1562.48,1098.11,2823.71,7849
PO-2024-EXT-04080,WO-2024-M12-02040,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-20,1739.5,1751.33,2185.66,4644.53,10941
PO-2024-EXT-04089,WO-2024-M10-02045,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-20,327.7,326.06,394.2,877.43,1631
PO-2024-EXT-04091,WO-2024-M12-02046,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-20,2785.7,2771.77,2275.9,8561.72,10502
PO-2024-EXT-04094,WO-2024-M10-02047,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-20,776.8,780.14,587.6,1510.98,4241
PO-2024-EXT-04095,WO-2024-M10-02048,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-20,322,320.39,271.14,603.52,2527
PO-2024-EXT-04097,WO-2024-M10-02049,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-20,715.9,712.32,609.46,2040.37,3966
PO-2024-EXT-04098,WO-2024-M10-02049,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-20,715.9,717.62,734.42,1425.62,3844
PO-2024-EXT-04102,WO-2024-M10-02051,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-20,232.6,233.93,171.61,441.29,1218
PO-2024-EXT-04105,WO-2024-M10-02053,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-20,417.9,415.81,422.13,750.45,1813
PO-2024-EXT-04107,WO-2024-CS-02054,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-20,3430.9,3413.75,2507.06,6778.34,25217
PO-2024-EXT-04108,WO-2024-CS-02054,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-20,3430.9,3449.77,4168.7,6801.57,21271
PO-2024-EXT-04109,WO-2024-M10-02055,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-20,459.7,457.4,517.09,960.31,2013
PO-2024-EXT-04117,WO-2024-CS-02059,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-04-20,12171.7,12110.84,11694.23,22700.56,87271
PO-2024-EXT-04122,WO-2024-M10-02061,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-20,852.3,856.82,959.04,1500.03,6272
PO-2024-EXT-04128,WO-2024-CS-02064,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-20,4062.4,4070.52,3480.29,8120.69,16005
PO-2024-EXT-04151,WO-2024-CS-02076,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-20,3769.1,3750.25,2286.16,7239.48,13757
PO-2024-EXT-04158,WO-2024-CS-02079,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-20,8620.6,8644.74,10076.31,22427.91,78447
PO-2024-EXT-04163,WO-2024-M10-02082,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-20,672.8,669.44,518.15,1209.01,2987
PO-2024-EXT-04164,WO-2024-M10-02082,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-20,672.8,675.83,797.68,1358.22,2671
PO-2024-EXT-04167,WO-2024-M12-02084,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-20,2456.8,2444.52,2736.89,4865.57,8844
PO-2024-EXT-04183,WO-2024-M10-02092,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-20,394.9,392.93,278.35,931.87,1978
PO-2024-EXT-04010,WO-2024-M12-02005,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-21,2218.6,2234.13,2075.06,5610.35,19501
PO-2024-EXT-04018,WO-2024-CS-02009,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-21,4710.1,4720.93,2985.99,8957.96,23550
PO-2024-EXT-04024,WO-2024-M10-02012,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-21,692.2,694.9,599.84,1707.23,4866
PO-2024-EXT-04042,WO-2024-M12-02021,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-21,2943.3,2951.54,3233.41,6004.91,10419
PO-2024-EXT-04043,WO-2024-M12-02022,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-21,1261.2,1254.89,874.41,2488.7,12485
PO-2024-EXT-04044,WO-2024-M12-02022,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-21,1261.2,1264.23,1101.39,3487.76,8260
PO-2024-EXT-04048,WO-2024-M12-02024,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-21,2876,2887.22,3024.65,8177.76,21800
PO-2024-EXT-04049,WO-2024-M12-02025,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-21,1768.2,1759.36,1368.95,3047.04,6347
PO-2024-EXT-04050,WO-2024-M12-02025,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-21,1768.2,1780.75,1645.06,3661.58,6064
PO-2024-EXT-04052,WO-2024-M10-02026,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-21,776,777.78,901.76,2007.14,6898
PO-2024-EXT-04054,WO-2024-CS-02027,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-21,9492.5,9564.64,9773.15,27815.89,44709
PO-2024-EXT-04064,WO-2024-M10-02032,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-21,259.2,260.63,218.93,656.79,2086
PO-2024-EXT-04071,WO-2024-M10-02036,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-21,523.8,521.18,584.76,1364.45,3808
PO-2024-EXT-04086,WO-2024-M12-02043,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-21,1646.1,1657.79,1311.47,3545.85,5333
PO-2024-EXT-04090,WO-2024-M10-02045,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-21,327.7,328.36,179.28,717.14,1969
PO-2024-EXT-04093,WO-2024-M10-02047,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-21,776.8,772.92,1023.81,1743.24,6944
PO-2024-EXT-04096,WO-2024-M10-02048,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-21,322,323.58,279.77,568.01,2907
PO-2024-EXT-04100,WO-2024-M10-02050,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-21,613.4,615.85,657.61,1072.93,2422
PO-2024-EXT-04110,WO-2024-M10-02055,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-21,459.7,461.35,645.24,1098.66,3452
PO-2024-EXT-04111,WO-2024-M10-02056,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-21,722,718.39,554.17,1356.75,4945
PO-2024-EXT-04154,WO-2024-M12-02077,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-21,1052.4,1058.61,924.8,2378.06,3630
PO-2024-EXT-04157,WO-2024-CS-02079,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-21,8620.6,8577.5,9711.44,18851.63,72757
PO-2024-EXT-04162,WO-2024-CS-02081,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-21,11758.4,11844.24,10304.49,24043.81,50561
PO-2024-EXT-04165,WO-2024-M12-02083,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-21,2954.8,2940.03,1726.97,6122.91,29075
PO-2024-EXT-04171,WO-2024-M10-02086,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-21,547.7,544.96,661.15,1175.37,3976
PO-2024-EXT-04178,WO-2024-CS-02089,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-21,2896.6,2907.9,3199.86,8228.19,27633
PO-2024-EXT-04179,WO-2024-M10-02090,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-21,736.5,732.82,750.4,1594.62,5354
PO-2024-EXT-04181,WO-2024-M10-02091,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-21,737.3,733.61,1076.94,1615.41,3575
PO-2024-EXT-04191,WO-2024-CS-02096,P-CS-BS-003,精斌企業股份有限公司,熱處理,2024-04-21,6035.6,6005.42,4338.31,13738,44301
PO-2024-EXT-04195,WO-2024-M10-02098,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-21,630.1,626.95,566.13,1051.4,4965
PO-2024-EXT-04199,WO-2024-M12-02100,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-21,986.8,981.87,999.45,2702.2,8348
PO-2024-EXT-04207,WO-2024-M10-02104,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-21,483.1,480.68,339.94,967.51,4260
PO-2024-EXT-04208,WO-2024-M10-02104,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-21,483.1,485.08,508.75,830.07,3719
PO-2024-EXT-04213,WO-2024-M10-02107,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-21,506.3,503.77,640.19,1138.12,3807
PO-2024-EXT-04214,WO-2024-M10-02107,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-21,506.3,508.48,594.41,1103.91,4926
PO-2024-EXT-04220,WO-2024-CS-02110,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-21,10748.8,10816.52,14262.66,23270.66,65782
PO-2024-EXT-04221,WO-2024-M12-02111,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-21,722.3,718.69,694.25,1289.33,7223
PO-2024-EXT-04224,WO-2024-M12-02112,P-M12-EH-001,允成表面處理股份有限公司,表面處理,2024-04-21,2117.1,2134.04,1980.81,5637.71,16132
PO-2024-EXT-04051,WO-2024-M10-02026,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-22,776,772.12,942.76,1605.24,3538
PO-2024-EXT-04055,WO-2024-M10-02028,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-22,692.1,688.64,581.9,1745.7,4374
PO-2024-EXT-04057,WO-2024-CS-02029,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-22,4258.3,4237.01,4016.69,12719.5,29722
PO-2024-EXT-04059,WO-2024-CS-02030,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-22,10175.1,10124.22,9102.68,24610.97,46093
PO-2024-EXT-04061,WO-2024-CS-02031,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-22,5666.3,5637.97,6529.34,11117.51,30994
PO-2024-EXT-04069,WO-2024-M10-02035,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-22,469.2,466.85,388.56,951.3,4410
PO-2024-EXT-04083,WO-2024-M12-02042,P-M12-EH-001,精斌企業股份有限公司,熱處理,2024-04-22,2536.9,2524.22,2362.67,6724.52,10705
PO-2024-EXT-04099,WO-2024-M10-02050,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-22,613.4,610.33,546.85,1162.07,5673
PO-2024-EXT-04112,WO-2024-M10-02056,P-M10-BN-002,允成表面處理股份有限公司,表面處理,2024-04-22,722,727.2,769.67,1368.3,3147
PO-2024-EXT-04116,WO-2024-M10-02058,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-22,463.2,465.52,274.7,1033.41,3566
PO-2024-EXT-04118,WO-2024-CS-02059,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-22,12171.7,12232.56,11468.03,34404.07,44670
PO-2024-EXT-04121,WO-2024-M10-02061,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-22,852.3,848.04,798.68,1550.39,4159
PO-2024-EXT-04132,WO-2024-CS-02066,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-22,5935.1,5956.47,4928.38,18540.11,30328
PO-2024-EXT-04136,WO-2024-CS-02068,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-22,12688.4,12717.58,15339.94,26119.37,53545
PO-2024-EXT-04138,WO-2024-CS-02069,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-22,3391.5,3398.62,2981.6,6636.49,22960
PO-2024-EXT-04144,WO-2024-CS-02072,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-22,13570.6,13662.88,12739.27,22647.59,104765
PO-2024-EXT-04147,WO-2024-M12-02074,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-22,1571.9,1564.04,1581.87,4502.25,11270
PO-2024-EXT-04148,WO-2024-M12-02074,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-22,1571.9,1583.85,1684.9,4555.47,10987
PO-2024-EXT-04150,WO-2024-M10-02075,P-M10-BN-002,精斌企業股份有限公司,表面處理,2024-04-22,459,460.29,292.29,876.85,3180
PO-2024-EXT-04153,WO-2024-M12-02077,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-22,1052.4,1047.14,1212.9,2462.56,4399
PO-2024-EXT-04155,WO-2024-M12-02078,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-22,3268,3251.66,3862.97,6867.51,10000
PO-2024-EXT-04166,WO-2024-M12-02083,P-M12-EH-001,高裕熱處理股份有限公司,表面處理,2024-04-22,2954.8,2972.53,2980.56,5075,14448
PO-2024-EXT-04180,WO-2024-M10-02090,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-22,736.5,738.05,460.32,1731.69,6525
PO-2024-EXT-04185,WO-2024-M10-02093,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-22,481.9,479.49,562.44,1091.8,2202
PO-2024-EXT-04189,WO-2024-CS-02095,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-04-22,8049.4,8009.15,7131.35,22582.6,41856
PO-2024-EXT-04194,WO-2024-M10-02097,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-22,742,746.45,566.55,1896.73,4296
PO-2024-EXT-04197,WO-2024-M10-02099,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-22,723,719.38,738.16,1642.99,5610
PO-2024-EXT-04205,WO-2024-M10-02103,P-M10-BN-002,允成表面處理股份有限公司,熱處理,2024-04-22,300.4,298.9,382.77,624.52,1090
PO-2024-EXT-04215,WO-2024-M10-02108,P-M10-BN-002,精斌企業股份有限公司,熱處理,2024-04-22,842.8,838.59,685.05,2577.07,3607
PO-2024-EXT-04222,WO-2024-M12-02111,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-22,722.3,725.98,530.99,1777.63,3922
PO-2024-EXT-04223,WO-2024-M12-02112,P-M12-EH-001,高裕熱處理股份有限公司,熱處理,2024-04-22,2117.1,2106.51,2678.21,4189.01,17487
PO-2024-EXT-04226,WO-2024-CS-02113,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-22,6000.5,6015.5,5774.88,17324.64,35582
PO-2024-EXT-04228,WO-2024-CS-02114,P-CS-BS-003,高裕熱處理股份有限公司,表面處理,2024-04-22,5143.4,5164.49,4594.33,9762.95,44953
PO-2024-EXT-04229,WO-2024-M12-02115,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-22,1750.8,1742.05,1605.47,3411.63,6250
PO-2024-EXT-04230,WO-2024-M12-02115,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-22,1750.8,1760.25,1014.61,3597.25,17490
PO-2024-EXT-04236,WO-2024-M12-02118,P-M12-EH-001,精斌企業股份有限公司,表面處理,2024-04-22,1199.3,1207.22,922.8,3471.48,9378
PO-2024-EXT-04244,WO-2024-CS-02122,P-CS-BS-003,允成表面處理股份有限公司,表面處理,2024-04-22,14066.9,14102.07,17166.45,29229.36,103673
PO-2024-EXT-04245,WO-2024-CS-02123,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-04-22,11948.1,11888.36,9183.76,27551.27,64519
PO-2024-EXT-04247,WO-2024-M10-02124,P-M10-BN-002,高裕熱處理股份有限公司,熱處理,2024-04-22,261.4,260.09,342.28,513.42,820
PO-2024-EXT-04249,WO-2024-M12-02125,P-M12-EH-001,允成表面處理股份有限公司,熱處理,2024-04-22,1091.1,1085.64,790.35,3161.38,3404
PO-2024-EXT-04251,WO-2024-CS-02126,P-CS-BS-003,高裕熱處理股份有限公司,熱處理,2024-04-22,7438.5,7401.31,5464.39,18293.82,37118
PO-2024-EXT-04254,WO-2024-CS-02127,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-22,9209.7,9280.61,10223.52,18175.15,56731
PO-2024-EXT-04103,WO-2024-CS-02052,P-CS-BS-003,允成表面處理股份有限公司,熱處理,2024-04-23,6989.5,6954.55,8790.55,18679.92,43195
PO-2024-EXT-04104,WO-2024-CS-02052,P-CS-BS-003,精斌企業股份有限公司,表面處理,2024-04-23,6989.5,7026.54,8570.97,13984.22,49066
PO-2024-EXT-04106,WO-2024-M10-02053,P-M10-BN-002,高裕熱處理股份有限公司,表面處理,2024-04-23,417.9,420.7,312.37,844.56,1684
