InvoiceNo,Ref_WorkOrderID,ExportDate,DestinationCountry,CountryOfOrigin,Exporter_EORI,ProductID,ProductName,CN_Code,Quantity_pcs,NetWeight_kg,GrossWeight_kg,FOB_Value_USD
INV-EU-2024-02124,WO-2024-M10-02124,2024-05-04,Netherlands,Taiwan,TW2066406046,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14544,247.26,259.62,1231
INV-EU-2024-02127,WO-2024-CS-02127,2024-05-04,Spain,Taiwan,TW2066886110,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32028,8711.63,9352.19,49830
INV-EU-2024-02129,WO-2024-CS-02129,2024-05-04,France,Taiwan,TW2066571309,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,31020,8437.7,9058.1,32822
INV-EU-2024-02131,WO-2024-M10-02131,2024-05-04,Italy,Taiwan,TW2066534677,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,15296,260.04,273.04,1760
INV-EU-2024-02133,WO-2024-CS-02133,2024-05-04,France,Taiwan,TW2066338944,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,40777,11091.47,11907.01,41814
INV-EU-2024-02142,WO-2024-M10-02142,2024-05-04,Spain,Taiwan,TW2066599745,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,35271,599.62,629.6,2830
INV-EU-2024-02147,WO-2024-CS-02147,2024-05-04,Germany,Taiwan,TW2066823431,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46943,12768.59,13707.45,46477
INV-EU-2024-02148,WO-2024-M10-02148,2024-05-04,Netherlands,Taiwan,TW2066810596,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17805,302.69,317.82,920
INV-EU-2024-02159,WO-2024-CS-02159,2024-05-04,Germany,Taiwan,TW2066495896,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36685,9978.42,10712.12,64460
INV-EU-2024-02179,WO-2024-CS-02179,2024-05-04,Italy,Taiwan,TW2066294666,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,29041,7899.28,8480.1,33492
INV-EU-2024-02185,WO-2024-M12-02185,2024-05-04,Netherlands,Taiwan,TW2066321729,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,41715,2659.36,2867.93,9626
INV-EU-2024-02191,WO-2024-M10-02191,2024-05-04,Spain,Taiwan,TW2066294839,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14934,253.88,266.57,908
INV-EU-2024-02194,WO-2024-M12-02194,2024-05-04,France,Taiwan,TW2066947862,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29285,1866.96,2013.38,11052
INV-EU-2024-02199,WO-2024-M10-02199,2024-05-04,Germany,Taiwan,TW2066631146,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12786,217.37,228.24,1658
INV-EU-2024-02204,WO-2024-M10-02204,2024-05-04,Netherlands,Taiwan,TW2066535375,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,42894,729.21,765.67,4703
INV-EU-2024-02205,WO-2024-M10-02205,2024-05-04,France,Taiwan,TW2066627847,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,15602,265.25,278.51,1819
INV-EU-2024-02215,WO-2024-M12-02215,2024-05-04,Spain,Taiwan,TW2066322987,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29569,1885.04,2032.88,10047
INV-EU-2024-02222,WO-2024-CS-02222,2024-05-04,Italy,Taiwan,TW2066952625,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,20257,5510.07,5915.21,30525
INV-EU-2024-02230,WO-2024-M12-02230,2024-05-04,France,Taiwan,TW2066158033,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31837,2029.66,2188.85,7347
INV-EU-2024-02237,WO-2024-CS-02237,2024-05-04,France,Taiwan,TW2066706115,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,25945,7057.23,7576.13,24700
INV-EU-2024-02246,WO-2024-M12-02246,2024-05-04,Germany,Taiwan,TW2066692028,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,47020,2997.53,3232.63,19993
INV-EU-2024-02247,WO-2024-CS-02247,2024-05-04,France,Taiwan,TW2066175264,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38055,10351.19,11112.29,78047
INV-EU-2024-02260,WO-2024-M12-02260,2024-05-04,Germany,Taiwan,TW2066423403,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,44160,2815.24,3036.04,11824
INV-EU-2024-02134,WO-2024-M12-02134,2024-05-05,Germany,Taiwan,TW2066531462,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,47669,3038.96,3277.3,13918
INV-EU-2024-02137,WO-2024-M10-02137,2024-05-05,Italy,Taiwan,TW2066912409,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20125,342.14,359.25,1454
INV-EU-2024-02138,WO-2024-M10-02138,2024-05-05,Netherlands,Taiwan,TW2066505528,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34075,579.28,608.24,2473
INV-EU-2024-02140,WO-2024-CS-02140,2024-05-05,Germany,Taiwan,TW2066332708,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17800,4841.69,5197.69,38539
INV-EU-2024-02155,WO-2024-CS-02155,2024-05-05,Germany,Taiwan,TW2066936712,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,37245,10130.79,10875.69,67268
INV-EU-2024-02158,WO-2024-M10-02158,2024-05-05,Spain,Taiwan,TW2066283300,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14077,239.31,251.28,1586
INV-EU-2024-02160,WO-2024-M10-02160,2024-05-05,Germany,Taiwan,TW2066187725,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,21772,370.14,388.65,2028
INV-EU-2024-02161,WO-2024-M10-02161,2024-05-05,Germany,Taiwan,TW2066321542,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17882,304.01,319.21,1653
INV-EU-2024-02164,WO-2024-CS-02164,2024-05-05,Netherlands,Taiwan,TW2066357934,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,26619,7240.45,7772.83,29034
INV-EU-2024-02170,WO-2024-M12-02170,2024-05-05,Germany,Taiwan,TW2066128110,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,34358,2190.37,2362.16,12178
INV-EU-2024-02176,WO-2024-M12-02176,2024-05-05,France,Taiwan,TW2066287415,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,15845,1010.14,1089.37,5778
INV-EU-2024-02189,WO-2024-M12-02189,2024-05-05,Spain,Taiwan,TW2066993161,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,37994,2422.12,2612.09,11941
INV-EU-2024-02190,WO-2024-M12-02190,2024-05-05,France,Taiwan,TW2066291899,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,12561,800.82,863.63,5950
INV-EU-2024-02198,WO-2024-CS-02198,2024-05-05,Netherlands,Taiwan,TW2066124312,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,30091,8184.86,8786.68,49518
INV-EU-2024-02202,WO-2024-CS-02202,2024-05-05,France,Taiwan,TW2066429832,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,28624,7785.86,8358.34,62131
INV-EU-2024-02206,WO-2024-CS-02206,2024-05-05,Germany,Taiwan,TW2066186804,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,38578,10493.36,11264.92,56139
INV-EU-2024-02209,WO-2024-M10-02209,2024-05-05,France,Taiwan,TW2066368207,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,27281,463.78,486.97,2810
INV-EU-2024-02213,WO-2024-CS-02213,2024-05-05,France,Taiwan,TW2066724516,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,21337,5803.69,6230.43,40277
INV-EU-2024-02228,WO-2024-M10-02228,2024-05-05,Netherlands,Taiwan,TW2066986957,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,47541,808.2,848.61,6198
INV-EU-2024-02232,WO-2024-M12-02232,2024-05-05,Spain,Taiwan,TW2066522902,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13134,837.32,902.99,5986
INV-EU-2024-02238,WO-2024-CS-02238,2024-05-05,Spain,Taiwan,TW2066775489,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,25088,6824.15,7325.91,21154
INV-EU-2024-02242,WO-2024-M12-02242,2024-05-05,France,Taiwan,TW2066420459,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,12705,809.99,873.51,5264
INV-EU-2024-02251,WO-2024-M12-02251,2024-05-05,Netherlands,Taiwan,TW2066819353,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,11812,753.05,812.11,4194
INV-EU-2024-02261,WO-2024-CS-02261,2024-05-05,Spain,Taiwan,TW2066393040,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,30444,8280.77,8889.65,42231
INV-EU-2024-02269,WO-2024-M10-02269,2024-05-05,Germany,Taiwan,TW2066576901,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34965,594.41,624.13,3293
INV-EU-2024-02149,WO-2024-M12-02149,2024-05-06,Germany,Taiwan,TW2066513089,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,45509,2901.22,3128.76,20511
INV-EU-2024-02163,WO-2024-CS-02163,2024-05-06,Germany,Taiwan,TW2066296388,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,45800,12457.67,13373.67,37871
INV-EU-2024-02167,WO-2024-M10-02167,2024-05-06,Netherlands,Taiwan,TW2066851871,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,20442,347.53,364.91,1223
INV-EU-2024-02169,WO-2024-CS-02169,2024-05-06,France,Taiwan,TW2066769781,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,22171,6030.62,6474.04,37751
INV-EU-2024-02178,WO-2024-M12-02178,2024-05-06,Germany,Taiwan,TW2066580283,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26602,1695.94,1828.95,9683
INV-EU-2024-02196,WO-2024-CS-02196,2024-05-06,France,Taiwan,TW2066119678,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,48664,13236.72,14210,76243
INV-EU-2024-02197,WO-2024-CS-02197,2024-05-06,Italy,Taiwan,TW2066458970,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17477,4753.9,5103.44,35891
INV-EU-2024-02218,WO-2024-CS-02218,2024-05-06,France,Taiwan,TW2066968903,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,13198,3590.05,3854.01,22222
INV-EU-2024-02221,WO-2024-CS-02221,2024-05-06,Italy,Taiwan,TW2066408291,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,15969,4343.57,4662.95,20067
INV-EU-2024-02263,WO-2024-CS-02263,2024-05-06,Germany,Taiwan,TW2066961342,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,43582,11854.36,12726,67332
INV-EU-2024-02267,WO-2024-M10-02267,2024-05-06,Spain,Taiwan,TW2066304293,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,21349,362.95,381.1,2130
INV-EU-2024-02276,WO-2024-M12-02276,2024-05-06,Spain,Taiwan,TW2066905026,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,27987,1784.19,1924.13,10972
INV-EU-2024-02278,WO-2024-M10-02278,2024-05-06,Spain,Taiwan,TW2066660833,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,17782,302.31,317.43,1535
INV-EU-2024-02281,WO-2024-M10-02281,2024-05-06,Netherlands,Taiwan,TW2066273685,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39656,674.16,707.87,2946
INV-EU-2024-02168,WO-2024-M10-02168,2024-05-07,Spain,Taiwan,TW2066265760,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,33368,567.27,595.63,1911
INV-EU-2024-02174,WO-2024-M12-02174,2024-05-07,Netherlands,Taiwan,TW2066133377,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,24135,1538.63,1659.31,8554
INV-EU-2024-02184,WO-2024-M10-02184,2024-05-07,France,Taiwan,TW2066823488,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,46984,798.74,838.68,5423
INV-EU-2024-02187,WO-2024-M10-02187,2024-05-07,Germany,Taiwan,TW2066793597,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,19112,324.92,341.17,1894
INV-EU-2024-02223,WO-2024-M12-02223,2024-05-07,Germany,Taiwan,TW2066549017,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,30261,1929.2,2080.51,14507
INV-EU-2024-02226,WO-2024-CS-02226,2024-05-07,Netherlands,Taiwan,TW2066130665,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,31567,8586.29,9217.63,68432
INV-EU-2024-02252,WO-2024-M10-02252,2024-05-07,Spain,Taiwan,TW2066548362,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,18657,317.17,333.03,2106
INV-EU-2024-02254,WO-2024-M10-02254,2024-05-07,Netherlands,Taiwan,TW2066549605,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,12308,209.24,219.7,742
INV-EU-2024-02265,WO-2024-CS-02265,2024-05-07,Germany,Taiwan,TW2066682274,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46112,12542.7,13464.94,88426
INV-EU-2024-02277,WO-2024-CS-02277,2024-05-07,Germany,Taiwan,TW2066892210,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,32321,8791.38,9437.8,61539
INV-EU-2024-02284,WO-2024-M10-02284,2024-05-07,Netherlands,Taiwan,TW2066420486,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,13198,224.37,235.59,1265
INV-EU-2024-02286,WO-2024-CS-02286,2024-05-07,France,Taiwan,TW2066522077,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46146,12551.88,13474.8,82089
INV-EU-2024-02287,WO-2024-CS-02287,2024-05-07,Italy,Taiwan,TW2066383777,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,28343,7709.44,8276.3,40243
INV-EU-2024-02291,WO-2024-M10-02291,2024-05-07,Italy,Taiwan,TW2066615397,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,23363,397.18,417.04,2387
INV-EU-2024-02300,WO-2024-CS-02300,2024-05-07,Spain,Taiwan,TW2066192360,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,17671,4806.6,5160.02,23936
INV-EU-2024-02301,WO-2024-CS-02301,2024-05-07,France,Taiwan,TW2066850726,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36061,9808.8,10530.02,49926
INV-EU-2024-02173,WO-2024-CS-02173,2024-05-08,France,Taiwan,TW2066154725,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42251,11492.35,12337.37,86192
INV-EU-2024-02186,WO-2024-M10-02186,2024-05-08,Netherlands,Taiwan,TW2066164229,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40079,681.35,715.42,2425
INV-EU-2024-02193,WO-2024-CS-02193,2024-05-08,France,Taiwan,TW2066464093,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,35236,9584.25,10288.97,63735
INV-EU-2024-02207,WO-2024-M10-02207,2024-05-08,Italy,Taiwan,TW2066538157,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,13382,227.5,238.88,1481
INV-EU-2024-02219,WO-2024-M12-02219,2024-05-08,Germany,Taiwan,TW2066973991,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,28083,1790.34,1930.75,7573
INV-EU-2024-02220,WO-2024-M10-02220,2024-05-08,Spain,Taiwan,TW2066739038,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,24382,414.51,435.24,1264
INV-EU-2024-02225,WO-2024-M12-02225,2024-05-08,Germany,Taiwan,TW2066234559,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,29441,1876.9,2024.11,8896
INV-EU-2024-02241,WO-2024-M12-02241,2024-05-08,Italy,Taiwan,TW2066754549,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26221,1671.62,1802.72,5115
INV-EU-2024-02243,WO-2024-M12-02243,2024-05-08,Netherlands,Taiwan,TW2066630603,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,46696,2976.9,3210.38,19349
INV-EU-2024-02245,WO-2024-M10-02245,2024-05-08,Netherlands,Taiwan,TW2066184990,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,38598,656.18,688.99,3530
INV-EU-2024-02249,WO-2024-CS-02249,2024-05-08,Spain,Taiwan,TW2066707573,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24063,6545.29,7026.55,30828
INV-EU-2024-02259,WO-2024-M12-02259,2024-05-08,Spain,Taiwan,TW2066802712,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,45171,2879.66,3105.51,20071
INV-EU-2024-02270,WO-2024-M12-02270,2024-05-08,Spain,Taiwan,TW2066864118,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,20880,1331.1,1435.5,7121
INV-EU-2024-02273,WO-2024-M12-02273,2024-05-08,France,Taiwan,TW2066277288,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35989,2294.32,2474.27,13513
INV-EU-2024-02282,WO-2024-M12-02282,2024-05-08,Spain,Taiwan,TW2066223534,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,12854,819.45,883.72,4105
INV-EU-2024-02288,WO-2024-M12-02288,2024-05-08,Germany,Taiwan,TW2066606311,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35797,2282.12,2461.11,14354
INV-EU-2024-02295,WO-2024-M10-02295,2024-05-08,Spain,Taiwan,TW2066790200,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,34058,578.99,607.94,3624
INV-EU-2024-02308,WO-2024-CS-02308,2024-05-08,Germany,Taiwan,TW2066379402,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,25255,6869.45,7374.55,32423
INV-EU-2024-02313,WO-2024-CS-02313,2024-05-08,Italy,Taiwan,TW2066817261,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,48620,13224.89,14197.29,73927
INV-EU-2024-02315,WO-2024-M10-02315,2024-05-08,Germany,Taiwan,TW2066997865,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,16135,274.31,288.03,2158
INV-EU-2024-02319,WO-2024-M10-02319,2024-05-08,Spain,Taiwan,TW2066523056,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,14972,254.54,267.27,1247
INV-EU-2024-02321,WO-2024-M10-02321,2024-05-08,France,Taiwan,TW2066282894,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,18072,307.24,322.6,1950
INV-EU-2024-02208,WO-2024-M12-02208,2024-05-09,France,Taiwan,TW2066182851,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19108,1218.16,1313.7,8173
INV-EU-2024-02210,WO-2024-M12-02210,2024-05-09,Netherlands,Taiwan,TW2066617566,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,19618,1250.7,1348.79,7979
INV-EU-2024-02214,WO-2024-M10-02214,2024-05-09,Spain,Taiwan,TW2066647985,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,36301,617.12,647.98,2431
INV-EU-2024-02224,WO-2024-M12-02224,2024-05-09,Spain,Taiwan,TW2066214085,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,32395,2065.22,2227.19,8694
INV-EU-2024-02235,WO-2024-M12-02235,2024-05-09,Netherlands,Taiwan,TW2066205959,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,23188,1478.29,1594.23,5647
INV-EU-2024-02239,WO-2024-M10-02239,2024-05-09,Italy,Taiwan,TW2066372807,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,47925,814.73,855.47,5434
INV-EU-2024-02253,WO-2024-M12-02253,2024-05-09,Italy,Taiwan,TW2066782727,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,31569,2012.54,2170.38,12819
INV-EU-2024-02258,WO-2024-CS-02258,2024-05-09,Italy,Taiwan,TW2066637925,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,49632,13500.16,14492.8,53055
INV-EU-2024-02264,WO-2024-M12-02264,2024-05-09,France,Taiwan,TW2066838691,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,11474,731.47,788.84,4995
INV-EU-2024-02274,WO-2024-CS-02274,2024-05-09,France,Taiwan,TW2066212617,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,16041,4363.25,4684.07,13569
INV-EU-2024-02279,WO-2024-CS-02279,2024-05-09,Italy,Taiwan,TW2066970101,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,39677,10792.37,11585.91,56552
INV-EU-2024-02307,WO-2024-CS-02307,2024-05-09,France,Taiwan,TW2066115867,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,21621,5880.97,6313.39,45753
INV-EU-2024-02309,WO-2024-CS-02309,2024-05-09,Netherlands,Taiwan,TW2066936213,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,40919,11130.07,11948.45,83920
INV-EU-2024-02310,WO-2024-M10-02310,2024-05-09,Germany,Taiwan,TW2066666382,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,44580,757.86,795.75,2819
INV-EU-2024-02311,WO-2024-M12-02311,2024-05-09,Germany,Taiwan,TW2066156403,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,43082,2746.48,2961.89,11068
INV-EU-2024-02323,WO-2024-CS-02323,2024-05-09,Netherlands,Taiwan,TW2066531498,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,23257,6325.93,6791.07,29478
INV-EU-2024-02330,WO-2024-CS-02330,2024-05-09,France,Taiwan,TW2066800478,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,42144,11463.23,12306.11,88381
INV-EU-2024-02227,WO-2024-CS-02227,2024-05-10,Spain,Taiwan,TW2066458073,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,36465,9918.72,10648.02,29855
INV-EU-2024-02234,WO-2024-M10-02234,2024-05-10,Germany,Taiwan,TW2066132152,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,27187,462.18,485.29,2130
INV-EU-2024-02240,WO-2024-M12-02240,2024-05-10,Netherlands,Taiwan,TW2066631159,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,35247,2247.03,2423.27,10021
INV-EU-2024-02244,WO-2024-M10-02244,2024-05-10,Germany,Taiwan,TW2066488562,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,46321,787.47,826.84,2543
INV-EU-2024-02248,WO-2024-M12-02248,2024-05-10,Netherlands,Taiwan,TW2066233226,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,47674,3039.24,3277.61,12430
INV-EU-2024-02250,WO-2024-M12-02250,2024-05-10,Netherlands,Taiwan,TW2066469688,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,46626,2972.46,3205.59,11562
INV-EU-2024-02268,WO-2024-M10-02268,2024-05-10,Spain,Taiwan,TW2066374759,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,9993,169.89,178.38,1207
INV-EU-2024-02275,WO-2024-M10-02275,2024-05-10,Italy,Taiwan,TW2066842577,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40685,691.65,726.23,3942
INV-EU-2024-02280,WO-2024-M12-02280,2024-05-10,Italy,Taiwan,TW2066594490,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,22944,1462.68,1577.4,8234
INV-EU-2024-02290,WO-2024-CS-02290,2024-05-10,Netherlands,Taiwan,TW2066628723,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,20722,5636.55,6050.99,43965
INV-EU-2024-02293,WO-2024-M10-02293,2024-05-10,Spain,Taiwan,TW2066203403,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,40057,680.97,715.02,4405
INV-EU-2024-02299,WO-2024-CS-02299,2024-05-10,Germany,Taiwan,TW2066703150,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,23861,6490.24,6967.46,46015
INV-EU-2024-02305,WO-2024-M12-02305,2024-05-10,Germany,Taiwan,TW2066280840,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,26807,1708.99,1843.03,9399
INV-EU-2024-02317,WO-2024-CS-02317,2024-05-10,Germany,Taiwan,TW2066533784,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,45014,12243.98,13144.26,68321
INV-EU-2024-02322,WO-2024-CS-02322,2024-05-10,Italy,Taiwan,TW2066512141,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,45162,12284.19,13187.43,38695
INV-EU-2024-02341,WO-2024-M12-02341,2024-05-10,Spain,Taiwan,TW2066596306,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,28537,1819.28,1961.96,6858
INV-EU-2024-02255,WO-2024-M10-02255,2024-05-11,Spain,Taiwan,TW2066717235,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,49488,841.3,883.37,6368
INV-EU-2024-02256,WO-2024-M10-02256,2024-05-11,Germany,Taiwan,TW2066315483,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,45571,774.72,813.46,5554
INV-EU-2024-02257,WO-2024-M12-02257,2024-05-11,Spain,Taiwan,TW2066631693,P-M12-EH-001,高強度引擎汽缸頭螺栓 M12,73181595,13819,881.02,950.12,6457
INV-EU-2024-02262,WO-2024-CS-02262,2024-05-11,France,Taiwan,TW2066463817,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,46883,12752.41,13690.07,72433
INV-EU-2024-02266,WO-2024-M10-02266,2024-05-11,Italy,Taiwan,TW2066315394,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,16175,274.98,288.73,998
INV-EU-2024-02271,WO-2024-M10-02271,2024-05-11,Netherlands,Taiwan,TW2066238466,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,39405,669.9,703.39,2471
INV-EU-2024-02285,WO-2024-CS-02285,2024-05-11,France,Taiwan,TW2066319818,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,24555,6679.05,7170.15,53298
INV-EU-2024-02292,WO-2024-CS-02292,2024-05-11,France,Taiwan,TW2066101042,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,20871,5677.03,6094.45,45132
INV-EU-2024-02296,WO-2024-M10-02296,2024-05-11,France,Taiwan,TW2066177270,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,28650,487.06,511.41,2664
INV-EU-2024-02303,WO-2024-CS-02303,2024-05-11,Italy,Taiwan,TW2066865565,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,45018,12245.02,13145.38,69551
INV-EU-2024-02304,WO-2024-CS-02304,2024-05-11,Germany,Taiwan,TW2066661514,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,39838,10836.17,11632.93,49087
INV-EU-2024-02316,WO-2024-CS-02316,2024-05-11,Netherlands,Taiwan,TW2066240228,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,28913,7864.47,8442.73,57803
INV-EU-2024-02320,WO-2024-M10-02320,2024-05-11,Germany,Taiwan,TW2066431958,P-M10-BN-002,電動車電池模組固定螺母 M10,73181699,44681,759.58,797.56,5165
INV-EU-2024-02329,WO-2024-CS-02329,2024-05-11,Germany,Taiwan,TW2066290651,P-CS-BS-003,底盤懸吊臂襯套軸套,73269098,41509,11290.58,12120.76,53856
